timestamp,amount,hour,location,fraud_label
2023-01-21 07:00:00,147.67196290019285,7,C,0
2023-01-12 17:00:00,175.61762685725253,17,A,0
2023-01-10 07:00:00,190.18074349912243,7,B,0
2023-01-03 07:00:00,461.71837516132723,7,B,0
2023-01-13 08:00:00,387.2968410183193,8,C,0
2023-01-14 11:00:00,147.16760950351198,11,A,0
2023-01-07 21:00:00,419.2982228387266,21,A,0
2023-01-04 04:00:00,387.92246987611344,4,C,0
2023-01-01 02:00:00,368.6770314875885,2,C,0
2023-01-28 10:00:00,326.4994482524846,10,C,0
2023-01-22 21:00:00,239.65964829953543,21,A,0
2023-01-09 12:00:00,307.15023923319904,12,B,0
2023-01-01 00:00:00,2594.615039464926,1,C,1
2023-01-19 17:00:00,50.91535118234769,17,A,0
2023-01-14 23:00:00,29.957113136295366,23,A,0
2023-01-09 00:00:00,451.2048480100319,0,B,0
2023-01-22 18:00:00,485.25805492915555,18,B,0
2023-01-15 00:00:00,429.17568616539353,0,B,0
2023-01-15 18:00:00,44.57868622621062,18,A,0
2023-01-27 03:00:00,376.2607596855407,3,C,0
2023-01-13 11:00:00,51.82025784694632,11,B,0
2023-01-05 13:00:00,47.720155816108566,13,B,0
2023-01-26 19:00:00,376.6472482879926,19,B,0
2023-01-06 16:00:00,264.2074046542494,16,B,0
2023-01-04 18:00:00,68.60118050976783,18,C,0
2023-01-09 04:00:00,365.71828264641726,4,A,0
2023-01-14 07:00:00,132.6190201006517,7,B,0
2023-01-29 18:00:00,168.6028258380794,18,A,0
2023-01-03 12:00:00,200.45187194784617,12,B,0
2023-01-14 15:00:00,309.7431656548326,15,B,0
2023-01-02 06:00:00,307.6969774317048,6,A,0
2023-01-03 21:00:00,493.57459893425346,21,C,0
2023-01-11 07:00:00,483.6608613313981,7,A,0
2023-01-17 15:00:00,379.72600830149435,15,A,0
2023-01-02 20:00:00,136.8021909840083,20,C,0
2023-01-13 01:00:00,299.50829767881527,1,B,0
2023-01-03 22:00:00,388.39993695536214,22,C,0
2023-01-09 21:00:00,119.89196163567429,21,C,0
2023-01-23 13:00:00,307.02557088093124,13,A,0
2023-01-18 16:00:00,38.2037924081557,16,C,0
2023-01-09 23:00:00,126.25205287343204,23,A,0
2023-01-07 01:00:00,28.07460420372107,1,B,0
2023-01-28 22:00:00,94.95306169442986,22,A,0
2023-01-22 13:00:00,407.17113208309814,13,B,0
2023-01-19 12:00:00,408.27178795617624,12,A,0
2023-01-25 10:00:00,47.17303077324532,10,A,0
2023-01-15 10:00:00,321.1958889251455,10,C,0
2023-01-09 17:00:00,88.79594519457434,17,C,0
2023-01-21 19:00:00,493.2432647950054,19,B,0
2023-01-23 15:00:00,339.1333353588698,15,B,0
2023-01-17 20:00:00,166.82430450499976,20,B,0
2023-01-01 06:00:00,38.460969962417735,6,C,0
2023-01-09 20:00:00,329.46101715627424,20,A,0
2023-01-07 11:00:00,128.6070830406352,11,C,0
2023-01-16 00:00:00,200.20326384119574,0,C,0
2023-01-16 11:00:00,18.928694569259367,11,B,0
2023-01-06 12:00:00,68.73402999350458,12,C,0
2023-01-19 07:00:00,49.860902514530885,7,B,0
2023-01-02 17:00:00,252.6366859545224,17,A,0
2023-01-05 12:00:00,122.111101090895,12,B,0
2023-01-11 19:00:00,57.61648194767658,19,A,0
2023-01-03 08:00:00,53.36132600544055,8,B,0
2023-01-13 22:00:00,225.0959961457617,22,B,0
2023-01-25 08:00:00,320.36641861519564,8,B,0
2023-01-02 00:00:00,233.47429226634762,0,C,0
2023-01-07 14:00:00,126.44239655627584,14,C,0
2023-01-23 22:00:00,264.88011554487673,22,B,0
2023-01-25 07:00:00,171.08828904087903,7,B,0
2023-01-13 02:00:00,24.94512247013422,2,A,0
2023-01-27 11:00:00,229.23205974349278,11,A,0
2023-01-05 14:00:00,151.97821192774634,14,A,0
2023-01-04 10:00:00,172.1400321777981,10,C,0
2023-01-03 03:00:00,389.8150834469461,3,A,0
2023-01-16 21:00:00,351.4012110284338,21,B,0
2023-01-24 17:00:00,180.64517884141716,17,B,0
2023-01-20 09:00:00,193.686583966615,9,C,0
2023-01-22 02:00:00,456.3543204019828,2,A,0
2023-01-11 04:00:00,17.57374209914504,4,B,0
2023-01-10 11:00:00,202.6178850867126,11,A,0
2023-01-11 17:00:00,351.05460037073675,17,B,0
2023-01-01 18:00:00,221.65305913463672,18,C,0
2023-01-09 16:00:00,12.480176084647157,16,C,0
2023-01-16 17:00:00,21.403248510554675,17,A,0
2023-01-19 11:00:00,191.61465206277654,11,A,0
2023-01-18 01:00:00,54.730471625205446,1,C,0
2023-01-03 13:00:00,142.961025569209,13,A,0
2023-01-24 16:00:00,453.0377603019367,16,A,0
2023-01-17 06:00:00,495.3475195803299,6,B,0
2023-01-02 05:00:00,32.760702232798884,5,C,0
2023-01-18 12:00:00,397.87373142566577,12,C,0
2023-01-24 06:00:00,380.0172552800733,6,C,0
2023-01-11 14:00:00,93.05144587618531,14,C,0
2023-01-15 04:00:00,250.89177880724785,4,B,0
2023-01-28 21:00:00,149.69663265998508,21,C,0
2023-01-19 00:00:00,312.9268510249679,0,C,0
2023-01-16 20:00:00,67.90076553461157,20,B,0
2023-01-15 17:00:00,89.83786926990055,17,B,0
2023-01-08 14:00:00,463.09987295649574,14,C,0
2023-01-24 20:00:00,204.30596333742238,20,C,0
2023-01-19 04:00:00,45.653873118454825,4,C,0
2023-01-25 04:00:00,234.97652055674803,4,B,0
2023-01-08 08:00:00,348.55949167020833,8,C,0
2023-01-13 03:00:00,28.300612487115064,3,C,0
2023-01-29 00:00:00,49.31453537420468,0,C,0
2023-01-20 23:00:00,266.3179436433729,23,C,0
2023-01-23 21:00:00,388.43601195046324,21,B,0
2023-01-28 17:00:00,84.9009782003227,17,A,0
2023-01-07 19:00:00,272.52959519663165,19,A,0
2023-01-27 06:00:00,359.5412970834307,6,A,0
2023-01-26 22:00:00,191.53133036777717,22,A,0
2023-01-19 19:00:00,283.61808237054447,19,B,0
2023-01-15 20:00:00,22.990542165394686,20,C,0
2023-01-12 22:00:00,238.14302888490548,22,C,0
2023-01-19 16:00:00,194.36719691014872,16,A,0
2023-01-05 08:00:00,454.7075722237856,8,C,0
2023-01-05 18:00:00,320.36784069010747,18,B,0
2023-01-27 13:00:00,128.81054678101754,13,B,0
2023-01-27 12:00:00,270.98246056296136,12,C,0
2023-01-14 02:00:00,419.63025905098084,2,A,0
2023-01-04 20:00:00,382.78467382227973,20,A,0
2023-01-01 07:00:00,434.4263114297182,7,A,0
2023-01-04 17:00:00,241.38531332935514,17,B,0
2023-01-23 10:00:00,230.76662630194582,10,A,0
2023-01-17 09:00:00,390.4423507635785,9,A,0
2023-01-23 03:00:00,499.86165991020397,3,C,0
2023-01-25 00:00:00,82.0660056552286,0,B,0
2023-01-16 15:00:00,166.29805884394304,15,B,0
2023-01-11 20:00:00,311.35354108259315,20,B,0
2023-01-06 20:00:00,481.5991745216345,20,C,0
2023-01-02 04:00:00,300.2831387424008,4,B,0
2023-01-02 19:00:00,455.5669970186032,19,A,0
2023-01-02 18:00:00,26.850375346457014,18,B,0
2023-01-04 01:00:00,409.5760999428687,1,A,0
2023-01-07 23:00:00,101.39407009592857,23,C,0
2023-01-15 14:00:00,256.53676670424295,14,A,0
2023-01-26 20:00:00,100.4152994846249,20,C,0
2023-01-03 18:00:00,79.0528702376337,18,A,0
2023-01-01 11:00:00,485.2558275593772,11,A,0
2023-01-29 05:00:00,204.9492435324134,5,C,0
2023-01-25 01:00:00,464.0279363291323,1,A,0
2023-01-08 10:00:00,468.99769448099994,10,A,0
2023-01-12 11:00:00,255.74298439672782,11,A,0
2023-01-16 09:00:00,43.98703742883107,9,C,0
2023-01-18 09:00:00,171.04562723125883,9,A,0
2023-01-13 12:00:00,35.32404337261777,12,B,0
2023-01-21 06:00:00,32.26872636731436,6,C,0
2023-01-08 09:00:00,199.50031968726333,9,A,0
2023-01-20 13:00:00,481.97904432589957,13,B,0
2023-01-20 01:00:00,239.64371457712187,1,A,0
2023-01-04 11:00:00,41.143591640151584,11,C,0
2023-01-10 02:00:00,328.3201205331352,2,A,0
2023-01-28 00:00:00,4825.918796832083,6,B,1
2023-01-17 14:00:00,377.9268232178337,14,A,0
2023-01-21 10:00:00,233.27180886499934,10,A,0
2023-01-20 17:00:00,446.6601257120548,17,C,0
2023-01-04 07:00:00,66.77583916731356,7,B,0
2023-01-01 23:00:00,189.51730321390895,23,C,0
2023-01-01 15:00:00,99.86820982818257,15,A,0
2023-01-17 10:00:00,176.99373472397875,10,A,0
2023-01-12 13:00:00,328.48232608110493,13,C,0
2023-01-11 10:00:00,154.279957114097,10,C,0
2023-01-12 20:00:00,293.35726908812524,20,C,0
2023-01-17 21:00:00,448.8063819631382,21,B,0
2023-01-14 12:00:00,477.8839875249651,12,C,0
2023-01-21 02:00:00,232.72512173620888,2,B,0
2023-01-06 17:00:00,354.4792898586372,17,B,0
2023-01-16 03:00:00,277.3522267648081,3,B,0
2023-01-28 03:00:00,273.18220549108844,3,A,0
2023-01-02 09:00:00,474.9539132541333,9,B,0
2023-01-22 07:00:00,214.93908778240325,7,A,0
2023-01-12 01:00:00,372.97662269956015,1,A,0
2023-01-28 08:00:00,149.05019384137498,8,A,0
2023-01-01 09:00:00,356.95556312006227,9,B,0
2023-01-11 09:00:00,427.97463317900645,9,B,0
2023-01-01 22:00:00,153.15087778225688,22,A,0
2023-01-15 02:00:00,242.34517625278934,2,C,0
2023-01-10 05:00:00,288.4712156343811,5,B,0
2023-01-19 13:00:00,474.15180291809077,13,A,0
2023-01-29 22:00:00,66.27004412220973,22,B,0
2023-01-21 03:00:00,317.5034592411911,3,A,0
2023-01-26 12:00:00,317.6711908505448,12,A,0
2023-01-09 11:00:00,450.2915523782688,11,C,0
2023-01-18 04:00:00,475.79750199940247,4,B,0
2023-01-04 21:00:00,285.02582680905317,21,A,0
2023-01-17 12:00:00,430.6222484030758,12,C,0
2023-01-29 21:00:00,128.78076888338933,21,C,0
2023-01-17 04:00:00,377.8012283040206,4,A,0
2023-01-08 16:00:00,136.39139758042626,16,A,0
2023-01-24 19:00:00,393.98997624316013,19,A,0
2023-01-13 14:00:00,274.9112095889522,14,A,0
2023-01-07 09:00:00,249.83185253600587,9,A,0
2023-01-04 03:00:00,367.21351234008375,3,A,0
2023-01-26 18:00:00,405.03862709860005,18,B,0
2023-01-03 20:00:00,46.5298154030877,20,A,0
2023-01-25 13:00:00,84.43231982102424,13,B,0
2023-01-08 20:00:00,269.52878339444317,20,A,0
2023-01-12 07:00:00,406.9555633927986,7,B,0
2023-01-10 20:00:00,147.57845759601935,20,A,0
2023-01-04 16:00:00,444.7342438624,16,C,0
2023-01-29 19:00:00,218.46385492204422,19,C,0
2023-01-05 21:00:00,101.41932885415756,21,C,0
2023-01-06 05:00:00,219.2828164268656,5,A,0
2023-01-25 05:00:00,490.2159618898838,5,B,0
2023-01-10 22:00:00,326.28142499451224,22,B,0
2023-01-01 00:00:00,193.52465823520762,0,A,0
2023-01-19 00:00:00,3645.4583211781446,13,C,1
2023-01-13 04:00:00,413.0742747232325,4,A,0
2023-01-29 16:00:00,387.0515372640491,16,A,0
2023-01-15 16:00:00,332.75987949328305,16,A,0
2023-01-12 14:00:00,353.96376985627467,14,B,0
2023-01-05 20:00:00,403.7993176805661,20,A,0
2023-01-10 12:00:00,447.1028120367855,12,A,0
2023-01-14 06:00:00,86.65415090883216,6,A,0
2023-01-28 23:00:00,449.41505806694835,23,A,0
2023-01-12 10:00:00,260.5577754418595,10,B,0
2023-01-24 02:00:00,439.5602653025891,2,A,0
2023-01-07 00:00:00,149.57184224495913,0,C,0
2023-01-17 11:00:00,466.0710895457467,11,A,0
2023-01-27 21:00:00,446.35836756254855,21,B,0
2023-01-27 17:00:00,167.81879113575735,17,B,0
2023-01-22 12:00:00,194.4670497702443,12,C,0
2023-01-12 04:00:00,186.15066409768002,4,C,0
2023-01-20 22:00:00,484.9582424533585,22,A,0
2023-01-02 22:00:00,162.73842728381138,22,A,0
2023-01-11 21:00:00,495.126386551089,21,B,0
2023-01-09 03:00:00,181.11269156020384,3,C,0
2023-01-09 00:00:00,1528.8132268621557,8,C,1
2023-01-25 17:00:00,179.37696882869298,17,A,0
2023-01-05 11:00:00,380.22005788609385,11,B,0
2023-01-26 07:00:00,188.49223191355696,7,A,0
2023-01-23 02:00:00,408.321494473738,2,B,0
2023-01-14 21:00:00,66.87559384838895,21,B,0
2023-01-05 04:00:00,25.400300986499783,4,A,0
2023-01-16 02:00:00,234.54391634084314,2,B,0
2023-01-27 10:00:00,62.514285556490265,10,A,0
2023-01-15 08:00:00,205.26731985471298,8,C,0
2023-01-08 11:00:00,77.38526263153669,11,C,0
2023-01-13 16:00:00,365.78475352410413,16,A,0
2023-01-16 01:00:00,325.21122703675303,1,B,0
2023-01-29 09:00:00,136.37238525202054,9,B,0
2023-01-07 05:00:00,146.5367674759396,5,A,0
2023-01-06 04:00:00,121.68822964555143,4,C,0
2023-01-28 18:00:00,130.519286908409,18,B,0
2023-01-26 15:00:00,461.22747626058845,15,A,0
2023-01-08 17:00:00,333.39218255674774,17,C,0
2023-01-23 16:00:00,312.88283782436895,16,B,0
2023-01-19 21:00:00,454.1136486964206,21,C,0
2023-01-06 00:00:00,4685.406577293824,3,B,1
2023-01-15 19:00:00,324.78544632109464,19,A,0
2023-01-14 09:00:00,360.15200212303057,9,A,0
2023-01-28 06:00:00,221.5131776525429,6,A,0
2023-01-06 22:00:00,253.65176788726887,22,B,0
2023-01-06 21:00:00,133.37332495442843,21,C,0
2023-01-25 03:00:00,136.5397502664896,3,A,0
2023-01-14 08:00:00,279.12106570599906,8,B,0
2023-01-01 19:00:00,152.70227869704053,19,A,0
2023-01-08 04:00:00,260.9255985666477,4,A,0
2023-01-24 23:00:00,475.26510559224465,23,A,0
2023-01-14 00:00:00,22.42186427357418,0,A,0
2023-01-28 12:00:00,184.48739568994466,12,C,0
2023-01-01 12:00:00,417.8968939922066,12,C,0
2023-01-13 17:00:00,488.16751893664195,17,B,0
2023-01-02 01:00:00,394.73622108257666,1,B,0
2023-01-23 00:00:00,37.62399335895429,0,A,0
2023-01-08 01:00:00,299.5375421622385,1,A,0
2023-01-21 14:00:00,237.21221842059126,14,C,0
2023-01-21 17:00:00,48.089972112842574,17,B,0
2023-01-11 05:00:00,464.87609566798545,5,A,0
2023-01-13 10:00:00,315.21633315131015,10,C,0
2023-01-19 15:00:00,379.1553107768814,15,A,0
2023-01-12 08:00:00,434.8654361042508,8,C,0
2023-01-07 10:00:00,492.9687225141943,10,A,0
2023-01-06 06:00:00,410.8272353020216,6,B,0
2023-01-21 05:00:00,451.5674251405846,5,A,0
2023-01-15 05:00:00,242.0011676824772,5,A,0
2023-01-12 23:00:00,275.8958710067125,23,C,0
2023-01-05 17:00:00,405.9789859865643,17,A,0
2023-01-16 22:00:00,318.18199492214313,22,C,0
2023-01-08 05:00:00,120.98292984698959,5,B,0
2023-01-27 00:00:00,312.94483804984503,0,A,0
2023-01-16 07:00:00,453.6218145584712,7,C,0
2023-01-03 09:00:00,106.03160258538115,9,B,0
2023-01-20 00:00:00,15.563285936035344,0,B,0
2023-01-10 06:00:00,55.90063623576531,6,B,0
2023-01-12 16:00:00,446.1026174906075,16,A,0
2023-01-01 17:00:00,267.13065149979656,17,A,0
2023-01-26 10:00:00,29.26294852213848,10,C,0
2023-01-14 10:00:00,333.4967145916883,10,C,0
2023-01-11 15:00:00,282.8326186045916,15,C,0
2023-01-18 22:00:00,80.06592420588957,22,C,0
2023-01-29 07:00:00,434.09849168805033,7,B,0
2023-01-08 22:00:00,55.620356224890614,22,A,0
2023-01-20 12:00:00,119.56196087453179,12,A,0
2023-01-27 02:00:00,236.64201090524247,2,B,0
2023-01-23 17:00:00,185.49973183609185,17,B,0
2023-01-04 22:00:00,387.77391817773486,22,B,0
2023-01-08 12:00:00,177.12251201462666,12,B,0
2023-01-13 13:00:00,270.3637694683925,13,C,0
2023-01-26 13:00:00,50.06192565494723,13,C,0
2023-01-22 17:00:00,196.63651974920054,17,A,0
2023-01-20 11:00:00,435.6135728128355,11,A,0
2023-01-20 08:00:00,481.46454875252556,8,C,0
2023-01-27 01:00:00,190.76768338918848,1,A,0
2023-01-28 02:00:00,52.59094116283761,2,A,0
2023-01-01 05:00:00,86.4373149647393,5,C,0
2023-01-29 23:00:00,309.20382079639995,23,C,0
2023-01-02 21:00:00,334.63591933345117,21,A,0
2023-01-18 03:00:00,475.5303638548944,3,C,0
2023-01-23 07:00:00,472.93520764238974,7,A,0
2023-01-08 03:00:00,18.128036174649516,3,A,0
2023-01-01 16:00:00,159.0786990501735,16,B,0
2023-01-03 00:00:00,277.888036878207,0,B,0
2023-01-29 13:00:00,282.8138175768256,13,A,0
2023-01-28 01:00:00,254.23667747523805,1,B,0
2023-01-01 03:00:00,303.3426572565479,3,C,0
2023-01-20 06:00:00,375.56199084005743,6,C,0
2023-01-18 17:00:00,279.2691523386304,17,B,0
2023-01-14 04:00:00,210.38694276299225,4,A,0
2023-01-28 05:00:00,375.2653423503217,5,A,0
2023-01-12 19:00:00,56.05115052202581,19,C,0
2023-01-05 00:00:00,266.1390863971771,0,C,0
2023-01-12 21:00:00,27.611714160403622,21,C,0
2023-01-18 18:00:00,226.34994567295473,18,B,0
2023-01-10 09:00:00,129.55492525575096,9,A,0
2023-01-02 02:00:00,107.84015325759627,2,C,0
2023-01-24 05:00:00,24.103511393536095,5,C,0
2023-01-11 23:00:00,263.981529658231,23,C,0
2023-01-03 02:00:00,485.0964676046337,2,A,0
2023-01-16 04:00:00,471.3177563004973,4,A,0
2023-01-10 13:00:00,319.2579267386588,13,A,0
2023-01-02 13:00:00,57.859335863128095,13,A,0
2023-01-07 13:00:00,383.1936115110716,13,A,0
2023-01-10 21:00:00,21.914823551412383,21,A,0
2023-01-29 08:00:00,410.36531476514716,8,B,0
2023-01-16 14:00:00,44.882437745512206,14,A,0
2023-01-16 10:00:00,59.38122067493906,10,B,0
2023-01-08 07:00:00,95.43955021244581,7,B,0
2023-01-26 01:00:00,146.50926612565974,1,B,0
2023-01-21 15:00:00,183.14259173276588,15,A,0
2023-01-22 19:00:00,422.63827233649727,19,C,0
2023-01-09 02:00:00,176.12459761386333,2,C,0
2023-01-26 03:00:00,53.464241540957254,3,C,0
2023-01-26 11:00:00,401.7110954654309,11,C,0
2023-01-22 23:00:00,143.96946524604604,23,C,0
2023-01-13 00:00:00,2003.0399543535705,6,A,1
2023-01-25 18:00:00,449.4263208539458,18,A,0
2023-01-29 12:00:00,465.39423467251703,12,A,0
2023-01-25 14:00:00,78.02531459821097,14,C,0
2023-01-26 09:00:00,348.293466028389,9,A,0
2023-01-03 19:00:00,403.07652056947944,19,B,0
2023-01-28 04:00:00,297.55214783023075,4,C,0
2023-01-08 00:00:00,29.97981936183432,0,C,0
2023-01-25 09:00:00,127.6713532013146,9,A,0
2023-01-07 18:00:00,320.4295582728384,18,C,0
2023-01-13 21:00:00,142.70780311841636,21,C,0
2023-01-09 01:00:00,320.2197140639013,1,A,0
2023-01-21 13:00:00,102.17936826464305,13,B,0
2023-01-16 05:00:00,199.1902925223794,5,A,0
2023-01-16 23:00:00,439.96128662825595,23,A,0
2023-01-27 15:00:00,194.8692399212651,15,A,0
2023-01-22 08:00:00,467.0369568434665,8,B,0
2023-01-07 08:00:00,80.99848732469931,8,C,0
2023-01-22 09:00:00,434.3713058552001,9,C,0
2023-01-27 16:00:00,19.83488691108592,16,C,0
2023-01-10 10:00:00,486.7751718286983,10,C,0
2023-01-20 14:00:00,15.955692598010007,14,A,0
2023-01-24 15:00:00,224.36271179162725,15,C,0
2023-01-05 07:00:00,259.19963867070436,7,C,0
2023-01-18 13:00:00,396.9128899693314,13,B,0
2023-01-22 03:00:00,413.0432490323528,3,C,0
2023-01-23 09:00:00,131.20056985416687,9,B,0
2023-01-04 02:00:00,356.3600984853324,2,A,0
2023-01-05 19:00:00,437.01568919198166,19,B,0
2023-01-17 23:00:00,15.310449225346197,23,C,0
2023-01-29 11:00:00,337.6351777629712,11,A,0
2023-01-05 23:00:00,274.27769853866886,23,A,0
2023-01-03 05:00:00,448.4654017095479,5,C,0
2023-01-07 07:00:00,127.38532642681649,7,C,0
2023-01-17 19:00:00,414.9641583927934,19,B,0
2023-01-28 20:00:00,101.41784178513983,20,A,0
2023-01-09 15:00:00,335.11586686294737,15,C,0
2023-01-23 20:00:00,264.9507734428587,20,B,0
2023-01-21 23:00:00,408.75955965640486,23,C,0
2023-01-21 01:00:00,350.9168576024624,1,B,0
2023-01-23 19:00:00,339.0708658404718,19,C,0
2023-01-01 08:00:00,304.54635575417234,8,B,0
2023-01-25 21:00:00,94.43673688879862,21,A,0
2023-01-02 12:00:00,159.26074689495164,12,C,0
2023-01-19 20:00:00,217.86878453101838,20,A,0
2023-01-06 19:00:00,486.17322053327075,19,B,0
2023-01-11 13:00:00,165.29178252657604,13,B,0
2023-01-13 15:00:00,322.3406517341212,15,B,0
2023-01-23 05:00:00,282.16153574528744,5,C,0
2023-01-23 08:00:00,426.3272214319316,8,A,0
2023-01-16 08:00:00,105.93765604675525,8,A,0
2023-01-03 11:00:00,169.41186207399952,11,A,0
2023-01-05 15:00:00,88.99843075446216,15,C,0
2023-01-27 18:00:00,113.60952342830687,18,C,0
2023-01-22 14:00:00,493.7653033643228,14,C,0
2023-01-23 14:00:00,122.03497469669674,14,A,0
2023-01-11 22:00:00,78.64116746589677,22,B,0
2023-01-25 20:00:00,337.10329187530334,20,B,0
2023-01-13 09:00:00,115.75230347345315,9,B,0
2023-01-20 21:00:00,281.3885993566472,21,A,0
2023-01-18 06:00:00,319.6002339632016,6,A,0
2023-01-07 06:00:00,455.05028412366033,6,A,0
2023-01-19 01:00:00,59.55011130016722,1,C,0
2023-01-25 06:00:00,251.38286605650612,6,B,0
2023-01-19 08:00:00,51.57047990174404,8,A,0
2023-01-29 02:00:00,211.09444522493413,2,B,0
2023-01-12 02:00:00,351.5377130876813,2,A,0
2023-01-26 17:00:00,145.67004759212983,17,A,0
2023-01-15 23:00:00,291.9823471591807,23,B,0
2023-01-27 05:00:00,133.69410272857016,5,A,0
2023-01-02 14:00:00,345.2741829909569,14,B,0
2023-01-06 07:00:00,431.7579857956083,7,C,0
2023-01-18 15:00:00,252.26594930426492,15,C,0
2023-01-18 08:00:00,153.67327813205162,8,C,0
2023-01-21 08:00:00,475.7016271975138,8,B,0
2023-01-13 19:00:00,168.24867174121053,19,C,0
2023-01-09 06:00:00,444.6723478899075,6,C,0
2023-01-15 15:00:00,429.6800221822779,15,B,0
2023-01-22 15:00:00,83.7042766407288,15,B,0
2023-01-07 02:00:00,308.68652365014947,2,A,0
2023-01-19 18:00:00,390.801988804444,18,C,0
2023-01-28 09:00:00,187.9103252353312,9,B,0
2023-01-23 04:00:00,498.35205016621364,4,C,0
2023-01-18 11:00:00,378.66351942446323,11,C,0
2023-01-19 10:00:00,193.39268992049895,10,B,0
2023-01-27 07:00:00,448.65135046672765,7,B,0
2023-01-07 03:00:00,256.3127213821421,3,B,0
2023-01-24 18:00:00,261.8548496883073,18,B,0
2023-01-15 12:00:00,193.5601811669709,12,B,0
2023-01-20 07:00:00,295.8506948976082,7,A,0
2023-01-14 13:00:00,371.56948918092655,13,B,0
2023-01-08 18:00:00,410.43887809859575,18,A,0
2023-01-06 03:00:00,63.92544301856161,3,A,0
